cell_id,target_date,terrain_type,fire_occurred,year_1_avg_temp,year_1_max_temp,year_1_total_precip,year_1_dry_days,year_1_fire_occurred,year_2_avg_temp,year_2_max_temp,year_2_total_precip,year_2_dry_days,year_2_fire_occurred,year_3_avg_temp,year_3_max_temp,year_3_total_precip,year_3_dry_days,year_3_fire_occurred,avg_temp_trend,fire_frequency,avg_fire_size,neighbor_avg_temp,neighbor_max_temp,neighbor_total_precip,neighbor_dry_days,neighbor_fire_frequency,neighbor_terrain_types,terrain_type_encoded,area_km2,historical_fire_frequency,elevation,is_water,urban_flag,elevation_m,distance_to_urban_km
58996,2024-04-15,forest,0.0,7.180000000000001,14.8,56.89999999999999,10.0,0.0,5.726666666666668,17.1,11.399999999999999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5899999999999994,0.0,0.0,19.9875,20.3,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1875,9.3,1.4000000000000001,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7750000000000004,4.3,2.8000000000000003,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2023-11-20,forest,0.0,-0.7200000000000002,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000015,0.0,0.0,4.8125,4.9,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2024-02-13,forest,0.0,2.542857142857143,9.9,0.0,0.0,0.0,2.9733333333333336,11.2,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.271428571428571,0.0,0.0,4.675000000000001,4.9,4.199999999999999,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2022-01-31,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.725,5.8,11.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2022-10-23,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5375,13.9,1.4000000000000001,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2023-11-11,forest,0.0,-0.5,5.9,16.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000000000006,0.0,0.0,6.8999999999999995,7.1,67.1,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
58996,2023-01-09,forest,0.0,-1.253333333333333,5.6,45.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6266666666666666,0.0,0.0,4.5,4.8,0.7,1.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2023-05-04,forest,1.0,4.807142857142857,17.4,9.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.403571428571428,0.0,0.0,26.935095264191645,28.5,3.0,6.0,0.5,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2022-08-02,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.933012701892217,23.232050807568875,11.132050807568877,3.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2024-04-15,forest,0.0,1.3333333333333333,13.2,7.0,14.0,0.0,-3.8400000000000007,14.3,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666674,0.0,0.0,13.30448729810778,19.76794919243112,9.467949192431123,3.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9375,12.0,2.0,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,12.0,2.0,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2023-11-20,forest,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.439904735808356,6.6,5.0,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2024-02-13,forest,0.0,-1.76,10.3,21.2,11.0,0.0,-0.17999999999999983,11.8,16.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,-1.3955127018922193,4.767949192431123,3.7679491924311224,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2022-01-31,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5975952641916447,0.009618943233421717,14.7,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2022-10-23,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00801270189222,8.232050807568882,6.332050807568878,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
78600,2023-11-11,forest,0.0,-13.440000000000001,1.8,19.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.720000000000002,0.0,0.0,7.177404735808356,11.5,5.0,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-06-15,forest,1.0,17.2,29.0,54.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6,0.0,0.0,13.1,13.1,0.0,8.0,0.375,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-06-16,forest,1.0,18.06,29.0,47.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.030000000000001,0.0,0.0,13.7,13.7,0.0,8.0,0.375,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-06-17,forest,1.0,18.753333333333334,29.0,49.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.376666666666663,0.0,0.0,20.0,20.0,0.0,8.0,0.375,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-06-18,forest,1.0,19.64666666666667,29.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.823333333333334,0.0,0.0,25.0,25.0,0.0,8.0,0.375,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-06-19,forest,1.0,20.353333333333335,29.0,50.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.17666666666667,0.0,0.0,29.0,29.0,16.0,0.0,0.375,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2022-08-02,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,20.8,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2024-04-15,forest,0.0,0.006666666666666762,11.5,8.9,11.0,0.0,-1.0933333333333335,6.9,19.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033333333333336063,0.0,0.0,-1.7,-1.7,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.2,-9.2,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
87351,2023-11-20,forest,0.0,-8.286666666666667,-0.4,11.600000000000001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.143333333333334,0.0,0.0,-3.2,-3.2,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-06-01,forest,1.0,12.152692070451106,25.99038105676658,62.49999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.076346035225555,0.0,0.0,31.9,31.9,0.0,8.0,0.25,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-06-02,forest,1.0,12.406025403784438,25.99038105676658,62.89999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.20301270189222,0.0,0.0,24.5,24.5,0.0,8.0,0.25,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-06-03,forest,1.0,12.726025403784439,25.99038105676658,63.29999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.363012701892221,0.0,0.0,23.4,23.4,0.0,8.0,0.25,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-06-04,forest,1.0,12.712692070451105,25.99038105676658,63.29999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.356346035225556,0.0,0.0,25.1,25.1,0.0,8.0,0.25,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-06-05,forest,1.0,12.86602540378444,25.99038105676658,70.29999999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.433012701892221,0.0,0.0,24.0,24.0,0.0,8.0,0.25,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2022-08-02,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,3.2,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2024-04-15,forest,0.0,3.271428571428572,22.9,17.8,0.0,0.0,0.09333333333333324,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6357142857142863,0.0,0.0,10.1,10.1,0.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,-3.8,0.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
57459,2023-11-20,forest,0.0,-7.233333333333334,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666676,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2022-08-02,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71201905283833,23.232050807568875,28.098076211353312,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2024-04-15,forest,0.0,3.3466666666666667,16.0,0.4,15.0,0.0,-3.6533333333333333,9.6,5.000000000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.673333333333334,0.0,0.0,16.53798094716167,19.76794919243112,4.401923788646684,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875,12.0,14.5,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,12.0,3.0,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2023-11-20,forest,0.0,-3.6660254037844378,5.5,14.000000000000002,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833012701892219,0.0,0.0,3.941107103712534,5.1,18.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2024-02-13,forest,0.0,-12.213333333333333,3.6,3.8999999999999995,14.0,0.0,-16.386666666666667,4.5,17.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.106666666666664,0.0,0.0,0.2879809471616713,4.767949192431123,5.401923788646683,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2022-01-31,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5588928962874675,0.009618943233421717,7.5,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2022-10-23,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.212019052838331,8.232050807568882,8.598076211353316,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2023-11-11,forest,0.0,-9.199358737117773,2.0096189432334235,7.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5996793685588875,0.0,0.0,1.2536071037125338,2.0096189432334235,7.5,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
99606,2023-01-09,forest,0.0,-20.14666666666666,2.7,5.6000000000000005,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.073333333333332,0.0,0.0,-4.9963928962874675,0.009618943233421717,4.5,5.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2023-05-05,forest,1.0,20.165731677648424,25.99038105676658,23.167949192431124,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.082865838824212,0.0,0.0,27.65,27.8,0.0,6.0,0.625,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2022-08-02,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.232050807568875,23.232050807568875,22.928203230275507,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2024-04-15,forest,0.0,17.5,19.76794919243112,17.009618943233416,0.0,0.0,2.12,19.76794919243112,10.967949192431123,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.749999999999998,0.0,0.0,9.875,10.7,0.8,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2022-03-21,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999999999999,6.0,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2022-03-10,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.875,-5.2,0.0,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2023-11-20,forest,0.0,-5.54,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7700000000000005,0.0,0.0,2.0096189432334235,2.0096189432334235,20.0,0.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2024-02-13,forest,0.0,-7.253333333333334,5.6,9.233974596215562,12.0,0.0,-6.173333333333334,7.5,7.200000000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.626666666666666,0.0,0.0,-1.975,-0.4,0.0,8.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2022-01-31,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.25,-11.2,2.4000000000000004,6.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
97964,2022-10-23,forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.232050807568882,8.232050807568882,17.196152422706632,2.0,0.0,1.0,1.0,100.0,0.3333333333333333,0.0,,,,
